"";"FechaHora2";"Viento";"DirViento";"Año";"Mes";"DirViento2";"Dia";"Viento2";"0_5";"5_10";"10_15";"15_20";"20_25";"Mes_Año"
"4614";"2017-06-14 00";1,86;128;"2017";"junio";"S-E";"2017-06-14";"[0,5]";1;0;0;0;0;"junio 2017"
"4615";"2017-06-14 01";1,03;129;"2017";"junio";"S-E";"2017-06-14";"[0,5]";1;0;0;0;0;"junio 2017"
"4616";"2017-06-14 02";0,49;128;"2017";"junio";"S-E";"2017-06-14";"[0,5]";1;0;0;0;0;"junio 2017"
"4617";"2017-06-14 03";1,05;122;"2017";"junio";"S-E";"2017-06-14";"[0,5]";1;0;0;0;0;"junio 2017"
"4618";"2017-06-14 04";0,64;88;"2017";"junio";"Este";"2017-06-14";"[0,5]";1;0;0;0;0;"junio 2017"
"4619";"2017-06-14 05";1,24;136;"2017";"junio";"S-E";"2017-06-14";"[0,5]";1;0;0;0;0;"junio 2017"
"4620";"2017-06-14 06";1,12;185;"2017";"junio";"Sur";"2017-06-14";"[0,5]";1;0;0;0;0;"junio 2017"
"4621";"2017-06-14 07";1,4;228;"2017";"junio";"S-W";"2017-06-14";"[0,5]";1;0;0;0;0;"junio 2017"
"4622";"2017-06-14 08";1,73;255;"2017";"junio";"Oeste";"2017-06-14";"[0,5]";1;0;0;0;0;"junio 2017"
"4623";"2017-06-14 09";2,76;228;"2017";"junio";"S-W";"2017-06-14";"[0,5]";1;0;0;0;0;"junio 2017"
"4624";"2017-06-14 10";3,05;276;"2017";"junio";"Oeste";"2017-06-14";"[0,5]";1;0;0;0;0;"junio 2017"
"4625";"2017-06-14 11";3,35;227;"2017";"junio";"S-W";"2017-06-14";"[0,5]";1;0;0;0;0;"junio 2017"
"4626";"2017-06-14 12";2,92;238;"2017";"junio";"S-W";"2017-06-14";"[0,5]";1;0;0;0;0;"junio 2017"
"4627";"2017-06-14 13";2,51;252;"2017";"junio";"Oeste";"2017-06-14";"[0,5]";1;0;0;0;0;"junio 2017"
"4628";"2017-06-14 14";2,13;231;"2017";"junio";"S-W";"2017-06-14";"[0,5]";1;0;0;0;0;"junio 2017"
"4629";"2017-06-14 15";1,59;233;"2017";"junio";"S-W";"2017-06-14";"[0,5]";1;0;0;0;0;"junio 2017"
"4630";"2017-06-14 16";1,78;230;"2017";"junio";"S-W";"2017-06-14";"[0,5]";1;0;0;0;0;"junio 2017"
"4631";"2017-06-14 17";1,65;245;"2017";"junio";"S-W";"2017-06-14";"[0,5]";1;0;0;0;0;"junio 2017"
"4632";"2017-06-14 18";1,26;251;"2017";"junio";"Oeste";"2017-06-14";"[0,5]";1;0;0;0;0;"junio 2017"
"4633";"2017-06-14 19";2,85;209;"2017";"junio";"S-W";"2017-06-14";"[0,5]";1;0;0;0;0;"junio 2017"
"4634";"2017-06-14 20";4,55;181;"2017";"junio";"Sur";"2017-06-14";"[0,5]";1;0;0;0;0;"junio 2017"
"4635";"2017-06-14 21";1,53;146;"2017";"junio";"S-E";"2017-06-14";"[0,5]";1;0;0;0;0;"junio 2017"
"4636";"2017-06-14 22";2,16;162;"2017";"junio";"Sur";"2017-06-14";"[0,5]";1;0;0;0;0;"junio 2017"
"4637";"2017-06-15 00";3,02;114;"2017";"junio";"S-E";"2017-06-15";"[0,5]";1;0;0;0;0;"junio 2017"
"4638";"2017-06-15 01";3,51;125;"2017";"junio";"S-E";"2017-06-15";"[0,5]";1;0;0;0;0;"junio 2017"
"4639";"2017-06-15 02";2,41;119;"2017";"junio";"S-E";"2017-06-15";"[0,5]";1;0;0;0;0;"junio 2017"
"4640";"2017-06-15 03";2,69;124;"2017";"junio";"S-E";"2017-06-15";"[0,5]";1;0;0;0;0;"junio 2017"
"4641";"2017-06-15 04";2,5;137;"2017";"junio";"S-E";"2017-06-15";"[0,5]";1;0;0;0;0;"junio 2017"
"4642";"2017-06-15 05";2,42;134;"2017";"junio";"S-E";"2017-06-15";"[0,5]";1;0;0;0;0;"junio 2017"
"4643";"2017-06-15 06";2,65;132;"2017";"junio";"S-E";"2017-06-15";"[0,5]";1;0;0;0;0;"junio 2017"
"4644";"2017-06-15 07";2,73;155;"2017";"junio";"S-E";"2017-06-15";"[0,5]";1;0;0;0;0;"junio 2017"
"4645";"2017-06-15 08";3,32;144;"2017";"junio";"S-E";"2017-06-15";"[0,5]";1;0;0;0;0;"junio 2017"
"4646";"2017-06-15 09";2,67;167;"2017";"junio";"Sur";"2017-06-15";"[0,5]";1;0;0;0;0;"junio 2017"
"4647";"2017-06-15 10";3,01;114;"2017";"junio";"S-E";"2017-06-15";"[0,5]";1;0;0;0;0;"junio 2017"
"4648";"2017-06-15 11";3,26;135;"2017";"junio";"S-E";"2017-06-15";"[0,5]";1;0;0;0;0;"junio 2017"
"4649";"2017-06-15 12";3,1;122;"2017";"junio";"S-E";"2017-06-15";"[0,5]";1;0;0;0;0;"junio 2017"
"4650";"2017-06-15 13";3,16;115;"2017";"junio";"S-E";"2017-06-15";"[0,5]";1;0;0;0;0;"junio 2017"
"4651";"2017-06-15 14";3,19;110;"2017";"junio";"Este";"2017-06-15";"[0,5]";1;0;0;0;0;"junio 2017"
"4652";"2017-06-15 15";3,83;195;"2017";"junio";"Sur";"2017-06-15";"[0,5]";1;0;0;0;0;"junio 2017"
"4653";"2017-06-15 16";5,44;158;"2017";"junio";"Sur";"2017-06-15";"(5,10]";0;0;0;0;0;"junio 2017"
"4654";"2017-06-15 17";7,56;173;"2017";"junio";"Sur";"2017-06-15";"(5,10]";0;0;0;0;0;"junio 2017"
"4655";"2017-06-15 18";6,29;166;"2017";"junio";"Sur";"2017-06-15";"(5,10]";0;0;0;0;0;"junio 2017"
"4656";"2017-06-15 19";4,97;150;"2017";"junio";"S-E";"2017-06-15";"[0,5]";1;0;0;0;0;"junio 2017"
"4657";"2017-06-15 20";2,69;114;"2017";"junio";"S-E";"2017-06-15";"[0,5]";1;0;0;0;0;"junio 2017"
"4658";"2017-06-15 21";2;95;"2017";"junio";"Este";"2017-06-15";"[0,5]";1;0;0;0;0;"junio 2017"
"4659";"2017-06-15 22";2,05;107;"2017";"junio";"Este";"2017-06-15";"[0,5]";1;0;0;0;0;"junio 2017"
"4660";"2017-06-16 00";2,75;138;"2017";"junio";"S-E";"2017-06-16";"[0,5]";1;0;0;0;0;"junio 2017"
"4661";"2017-06-16 01";2,11;126;"2017";"junio";"S-E";"2017-06-16";"[0,5]";1;0;0;0;0;"junio 2017"
"4662";"2017-06-16 02";2,6;133;"2017";"junio";"S-E";"2017-06-16";"[0,5]";1;0;0;0;0;"junio 2017"
"4663";"2017-06-16 03";2,59;142;"2017";"junio";"S-E";"2017-06-16";"[0,5]";1;0;0;0;0;"junio 2017"
"4664";"2017-06-16 04";2,25;104;"2017";"junio";"Este";"2017-06-16";"[0,5]";1;0;0;0;0;"junio 2017"
"4665";"2017-06-16 05";2,39;118;"2017";"junio";"S-E";"2017-06-16";"[0,5]";1;0;0;0;0;"junio 2017"
"4666";"2017-06-16 06";2,79;129;"2017";"junio";"S-E";"2017-06-16";"[0,5]";1;0;0;0;0;"junio 2017"
"4667";"2017-06-16 07";3,3;135;"2017";"junio";"S-E";"2017-06-16";"[0,5]";1;0;0;0;0;"junio 2017"
"4668";"2017-06-16 08";2,59;142;"2017";"junio";"S-E";"2017-06-16";"[0,5]";1;0;0;0;0;"junio 2017"
"4669";"2017-06-16 09";2,9;145;"2017";"junio";"S-E";"2017-06-16";"[0,5]";1;0;0;0;0;"junio 2017"
"4670";"2017-06-16 10";2,63;110;"2017";"junio";"Este";"2017-06-16";"[0,5]";1;0;0;0;0;"junio 2017"
"4671";"2017-06-16 11";3,31;128;"2017";"junio";"S-E";"2017-06-16";"[0,5]";1;0;0;0;0;"junio 2017"
"4672";"2017-06-16 12";2,94;114;"2017";"junio";"S-E";"2017-06-16";"[0,5]";1;0;0;0;0;"junio 2017"
"4673";"2017-06-16 13";2,35;146;"2017";"junio";"S-E";"2017-06-16";"[0,5]";1;0;0;0;0;"junio 2017"
"4674";"2017-06-16 14";2,61;146;"2017";"junio";"S-E";"2017-06-16";"[0,5]";1;0;0;0;0;"junio 2017"
"4675";"2017-06-16 15";2,27;182;"2017";"junio";"Sur";"2017-06-16";"[0,5]";1;0;0;0;0;"junio 2017"
"4676";"2017-06-16 16";3,55;185;"2017";"junio";"Sur";"2017-06-16";"[0,5]";1;0;0;0;0;"junio 2017"
"4677";"2017-06-16 17";5,77;180;"2017";"junio";"Sur";"2017-06-16";"(5,10]";0;0;0;0;0;"junio 2017"
"4678";"2017-06-16 18";5,13;172;"2017";"junio";"Sur";"2017-06-16";"(5,10]";0;0;0;0;0;"junio 2017"
"4679";"2017-06-16 19";4,87;172;"2017";"junio";"Sur";"2017-06-16";"[0,5]";1;0;0;0;0;"junio 2017"
"4680";"2017-06-16 20";2,35;164;"2017";"junio";"Sur";"2017-06-16";"[0,5]";1;0;0;0;0;"junio 2017"
"4681";"2017-06-16 21";1,41;144;"2017";"junio";"S-E";"2017-06-16";"[0,5]";1;0;0;0;0;"junio 2017"
"4682";"2017-06-16 22";2,11;132;"2017";"junio";"S-E";"2017-06-16";"[0,5]";1;0;0;0;0;"junio 2017"
"4683";"2017-06-17 00";2,89;140;"2017";"junio";"S-E";"2017-06-17";"[0,5]";1;0;0;0;0;"junio 2017"
"4684";"2017-06-17 01";3,02;136;"2017";"junio";"S-E";"2017-06-17";"[0,5]";1;0;0;0;0;"junio 2017"
"4685";"2017-06-17 02";2,3;126;"2017";"junio";"S-E";"2017-06-17";"[0,5]";1;0;0;0;0;"junio 2017"
"4686";"2017-06-17 03";2,49;117;"2017";"junio";"S-E";"2017-06-17";"[0,5]";1;0;0;0;0;"junio 2017"
"4687";"2017-06-17 04";2,26;117;"2017";"junio";"S-E";"2017-06-17";"[0,5]";1;0;0;0;0;"junio 2017"
"4688";"2017-06-17 05";2,04;119;"2017";"junio";"S-E";"2017-06-17";"[0,5]";1;0;0;0;0;"junio 2017"
"4689";"2017-06-17 06";2,86;121;"2017";"junio";"S-E";"2017-06-17";"[0,5]";1;0;0;0;0;"junio 2017"
"4690";"2017-06-17 07";2,07;133;"2017";"junio";"S-E";"2017-06-17";"[0,5]";1;0;0;0;0;"junio 2017"
"4691";"2017-06-17 08";3,17;107;"2017";"junio";"Este";"2017-06-17";"[0,5]";1;0;0;0;0;"junio 2017"
"4692";"2017-06-17 09";3,05;129;"2017";"junio";"S-E";"2017-06-17";"[0,5]";1;0;0;0;0;"junio 2017"
"4693";"2017-06-17 10";3,04;127;"2017";"junio";"S-E";"2017-06-17";"[0,5]";1;0;0;0;0;"junio 2017"
"4694";"2017-06-17 11";2,78;123;"2017";"junio";"S-E";"2017-06-17";"[0,5]";1;0;0;0;0;"junio 2017"
"4695";"2017-06-17 12";2,69;127;"2017";"junio";"S-E";"2017-06-17";"[0,5]";1;0;0;0;0;"junio 2017"
"4696";"2017-06-17 13";2,49;125;"2017";"junio";"S-E";"2017-06-17";"[0,5]";1;0;0;0;0;"junio 2017"
"4697";"2017-06-17 14";2,91;124;"2017";"junio";"S-E";"2017-06-17";"[0,5]";1;0;0;0;0;"junio 2017"
"4698";"2017-06-17 15";3,37;136;"2017";"junio";"S-E";"2017-06-17";"[0,5]";1;0;0;0;0;"junio 2017"
"4699";"2017-06-17 16";4,97;163;"2017";"junio";"Sur";"2017-06-17";"[0,5]";1;0;0;0;0;"junio 2017"
"4700";"2017-06-17 17";7,35;158;"2017";"junio";"Sur";"2017-06-17";"(5,10]";0;0;0;0;0;"junio 2017"
"4701";"2017-06-17 18";6,71;153;"2017";"junio";"S-E";"2017-06-17";"(5,10]";0;0;0;0;0;"junio 2017"
"4702";"2017-06-17 19";5,56;161;"2017";"junio";"Sur";"2017-06-17";"(5,10]";0;0;0;0;0;"junio 2017"
"4703";"2017-06-17 20";3,51;145;"2017";"junio";"S-E";"2017-06-17";"[0,5]";1;0;0;0;0;"junio 2017"
"4704";"2017-06-17 21";0,61;171;"2017";"junio";"Sur";"2017-06-17";"[0,5]";1;0;0;0;0;"junio 2017"
"4705";"2017-06-17 22";0,87;92;"2017";"junio";"Este";"2017-06-17";"[0,5]";1;0;0;0;0;"junio 2017"
"4706";"2017-06-18 00";1,1;102;"2017";"junio";"Este";"2017-06-18";"[0,5]";1;0;0;0;0;"junio 2017"
"4707";"2017-06-18 01";2,23;130;"2017";"junio";"S-E";"2017-06-18";"[0,5]";1;0;0;0;0;"junio 2017"
"4708";"2017-06-18 02";2,05;126;"2017";"junio";"S-E";"2017-06-18";"[0,5]";1;0;0;0;0;"junio 2017"
"4709";"2017-06-18 03";0,88;93;"2017";"junio";"Este";"2017-06-18";"[0,5]";1;0;0;0;0;"junio 2017"
"4710";"2017-06-18 04";1,04;138;"2017";"junio";"S-E";"2017-06-18";"[0,5]";1;0;0;0;0;"junio 2017"
"4711";"2017-06-18 05";0,87;122;"2017";"junio";"S-E";"2017-06-18";"[0,5]";1;0;0;0;0;"junio 2017"
"4712";"2017-06-18 06";1,69;109;"2017";"junio";"Este";"2017-06-18";"[0,5]";1;0;0;0;0;"junio 2017"
"4713";"2017-06-18 07";1,66;128;"2017";"junio";"S-E";"2017-06-18";"[0,5]";1;0;0;0;0;"junio 2017"
"4714";"2017-06-18 08";1,63;139;"2017";"junio";"S-E";"2017-06-18";"[0,5]";1;0;0;0;0;"junio 2017"
"4715";"2017-06-18 09";2,02;248;"2017";"junio";"Oeste";"2017-06-18";"[0,5]";1;0;0;0;0;"junio 2017"
"4716";"2017-06-18 10";1,88;241;"2017";"junio";"S-W";"2017-06-18";"[0,5]";1;0;0;0;0;"junio 2017"
"4717";"2017-06-18 11";2,26;214;"2017";"junio";"S-W";"2017-06-18";"[0,5]";1;0;0;0;0;"junio 2017"
"4718";"2017-06-18 12";2,57;177;"2017";"junio";"Sur";"2017-06-18";"[0,5]";1;0;0;0;0;"junio 2017"
"4719";"2017-06-18 13";2,56;243;"2017";"junio";"S-W";"2017-06-18";"[0,5]";1;0;0;0;0;"junio 2017"
"4720";"2017-06-18 14";1,92;255;"2017";"junio";"Oeste";"2017-06-18";"[0,5]";1;0;0;0;0;"junio 2017"
"4721";"2017-06-18 15";2,01;251;"2017";"junio";"Oeste";"2017-06-18";"[0,5]";1;0;0;0;0;"junio 2017"
"4722";"2017-06-18 16";1,86;231;"2017";"junio";"S-W";"2017-06-18";"[0,5]";1;0;0;0;0;"junio 2017"
"4723";"2017-06-18 17";1,55;218;"2017";"junio";"S-W";"2017-06-18";"[0,5]";1;0;0;0;0;"junio 2017"
"4724";"2017-06-18 18";2,1;243;"2017";"junio";"S-W";"2017-06-18";"[0,5]";1;0;0;0;0;"junio 2017"
"4725";"2017-06-18 19";1,31;224;"2017";"junio";"S-W";"2017-06-18";"[0,5]";1;0;0;0;0;"junio 2017"
"4726";"2017-06-18 20";0,36;230;"2017";"junio";"S-W";"2017-06-18";"[0,5]";1;0;0;0;0;"junio 2017"
"4727";"2017-06-18 21";0,11;230;"2017";"junio";"S-W";"2017-06-18";"[0,5]";1;0;0;0;0;"junio 2017"
"4728";"2017-06-18 22";1,41;228;"2017";"junio";"S-W";"2017-06-18";"[0,5]";1;0;0;0;0;"junio 2017"
"4729";"2017-06-19 00";2,96;215;"2017";"junio";"S-W";"2017-06-19";"[0,5]";1;0;0;0;0;"junio 2017"
"4730";"2017-06-19 01";4,29;218;"2017";"junio";"S-W";"2017-06-19";"[0,5]";1;0;0;0;0;"junio 2017"
"4731";"2017-06-19 02";4,9;195;"2017";"junio";"Sur";"2017-06-19";"[0,5]";1;0;0;0;0;"junio 2017"
"4732";"2017-06-19 03";5,12;204;"2017";"junio";"S-W";"2017-06-19";"(5,10]";0;0;0;0;0;"junio 2017"
"4733";"2017-06-19 04";5,62;213;"2017";"junio";"S-W";"2017-06-19";"(5,10]";0;0;0;0;0;"junio 2017"
"4734";"2017-06-19 05";5,13;193;"2017";"junio";"Sur";"2017-06-19";"(5,10]";0;0;0;0;0;"junio 2017"
"4735";"2017-06-19 06";6,06;195;"2017";"junio";"Sur";"2017-06-19";"(5,10]";0;0;0;0;0;"junio 2017"
"4736";"2017-06-19 07";5,71;192;"2017";"junio";"Sur";"2017-06-19";"(5,10]";0;0;0;0;0;"junio 2017"
"4737";"2017-06-19 08";7,83;216;"2017";"junio";"S-W";"2017-06-19";"(5,10]";0;0;0;0;0;"junio 2017"
"4738";"2017-06-19 09";7,35;187;"2017";"junio";"Sur";"2017-06-19";"(5,10]";0;0;0;0;0;"junio 2017"
"4739";"2017-06-19 10";7,29;219;"2017";"junio";"S-W";"2017-06-19";"(5,10]";0;0;0;0;0;"junio 2017"
"4740";"2017-06-19 11";6,36;222;"2017";"junio";"S-W";"2017-06-19";"(5,10]";0;0;0;0;0;"junio 2017"
"4741";"2017-06-19 12";6,07;187;"2017";"junio";"Sur";"2017-06-19";"(5,10]";0;0;0;0;0;"junio 2017"
"4742";"2017-06-19 13";6,84;197;"2017";"junio";"Sur";"2017-06-19";"(5,10]";0;0;0;0;0;"junio 2017"
"4743";"2017-06-19 14";7,75;196;"2017";"junio";"Sur";"2017-06-19";"(5,10]";0;0;0;0;0;"junio 2017"
"4744";"2017-06-19 15";7,62;191;"2017";"junio";"Sur";"2017-06-19";"(5,10]";0;0;0;0;0;"junio 2017"
"4745";"2017-06-19 16";6,27;195;"2017";"junio";"Sur";"2017-06-19";"(5,10]";0;0;0;0;0;"junio 2017"
"4746";"2017-06-19 17";5,53;232;"2017";"junio";"S-W";"2017-06-19";"(5,10]";0;0;0;0;0;"junio 2017"
"4747";"2017-06-19 18";3,08;195;"2017";"junio";"Sur";"2017-06-19";"[0,5]";1;0;0;0;0;"junio 2017"
"4748";"2017-06-19 19";2,56;206;"2017";"junio";"S-W";"2017-06-19";"[0,5]";1;0;0;0;0;"junio 2017"
"4749";"2017-06-19 20";3,48;186;"2017";"junio";"Sur";"2017-06-19";"[0,5]";1;0;0;0;0;"junio 2017"
"4750";"2017-06-19 21";1,37;136;"2017";"junio";"S-E";"2017-06-19";"[0,5]";1;0;0;0;0;"junio 2017"
"4751";"2017-06-19 22";2,27;138;"2017";"junio";"S-E";"2017-06-19";"[0,5]";1;0;0;0;0;"junio 2017"
"4752";"2017-06-20 00";0,84;176;"2017";"junio";"Sur";"2017-06-20";"[0,5]";1;0;0;0;0;"junio 2017"
"4753";"2017-06-20 01";1,27;233;"2017";"junio";"S-W";"2017-06-20";"[0,5]";1;0;0;0;0;"junio 2017"
"4754";"2017-06-20 02";0,6;241;"2017";"junio";"S-W";"2017-06-20";"[0,5]";1;0;0;0;0;"junio 2017"
"4755";"2017-06-20 03";0,62;281;"2017";"junio";"Oeste";"2017-06-20";"[0,5]";1;0;0;0;0;"junio 2017"
"4756";"2017-06-20 04";0,85;191;"2017";"junio";"Sur";"2017-06-20";"[0,5]";1;0;0;0;0;"junio 2017"
"4757";"2017-06-20 05";0,99;164;"2017";"junio";"Sur";"2017-06-20";"[0,5]";1;0;0;0;0;"junio 2017"
"4758";"2017-06-20 06";1,22;196;"2017";"junio";"Sur";"2017-06-20";"[0,5]";1;0;0;0;0;"junio 2017"
"4759";"2017-06-20 07";1,13;297;"2017";"junio";"N-W";"2017-06-20";"[0,5]";1;0;0;0;0;"junio 2017"
"4760";"2017-06-20 08";0,83;293;"2017";"junio";"N-W";"2017-06-20";"[0,5]";1;0;0;0;0;"junio 2017"
"4761";"2017-06-20 09";0,51;306;"2017";"junio";"N-W";"2017-06-20";"[0,5]";1;0;0;0;0;"junio 2017"
"4762";"2017-06-20 10";1,34;272;"2017";"junio";"Oeste";"2017-06-20";"[0,5]";1;0;0;0;0;"junio 2017"
"4763";"2017-06-20 11";1,64;257;"2017";"junio";"Oeste";"2017-06-20";"[0,5]";1;0;0;0;0;"junio 2017"
"4764";"2017-06-20 12";1,76;282;"2017";"junio";"Oeste";"2017-06-20";"[0,5]";1;0;0;0;0;"junio 2017"
"4765";"2017-06-20 13";2,77;275;"2017";"junio";"Oeste";"2017-06-20";"[0,5]";1;0;0;0;0;"junio 2017"
"4766";"2017-06-20 14";2,26;264;"2017";"junio";"Oeste";"2017-06-20";"[0,5]";1;0;0;0;0;"junio 2017"
"4767";"2017-06-20 15";1,36;256;"2017";"junio";"Oeste";"2017-06-20";"[0,5]";1;0;0;0;0;"junio 2017"
"4768";"2017-06-20 16";0,83;267;"2017";"junio";"Oeste";"2017-06-20";"[0,5]";1;0;0;0;0;"junio 2017"
"4769";"2017-06-20 17";0,87;301;"2017";"junio";"N-W";"2017-06-20";"[0,5]";1;0;0;0;0;"junio 2017"
"4770";"2017-06-20 18";1,19;215;"2017";"junio";"S-W";"2017-06-20";"[0,5]";1;0;0;0;0;"junio 2017"
"4771";"2017-06-20 19";0,2;166;"2017";"junio";"Sur";"2017-06-20";"[0,5]";1;0;0;0;0;"junio 2017"
"4772";"2017-06-20 20";0,58;173;"2017";"junio";"Sur";"2017-06-20";"[0,5]";1;0;0;0;0;"junio 2017"
"4773";"2017-06-20 21";1,44;154;"2017";"junio";"S-E";"2017-06-20";"[0,5]";1;0;0;0;0;"junio 2017"
"4774";"2017-06-20 22";0,22;126;"2017";"junio";"S-E";"2017-06-20";"[0,5]";1;0;0;0;0;"junio 2017"
"4775";"2017-06-21 00";0,4;110;"2017";"junio";"Este";"2017-06-21";"[0,5]";1;0;0;0;0;"junio 2017"
"4776";"2017-06-21 01";0,29;111;"2017";"junio";"Este";"2017-06-21";"[0,5]";1;0;0;0;0;"junio 2017"
"4777";"2017-06-21 02";0,48;110;"2017";"junio";"Este";"2017-06-21";"[0,5]";1;0;0;0;0;"junio 2017"
"4778";"2017-06-21 03";0,34;110;"2017";"junio";"Este";"2017-06-21";"[0,5]";1;0;0;0;0;"junio 2017"
"4779";"2017-06-21 04";0,21;110;"2017";"junio";"Este";"2017-06-21";"[0,5]";1;0;0;0;0;"junio 2017"
"4780";"2017-06-21 05";0,39;192;"2017";"junio";"Sur";"2017-06-21";"[0,5]";1;0;0;0;0;"junio 2017"
"4781";"2017-06-21 06";1,19;320;"2017";"junio";"N-W";"2017-06-21";"[0,5]";1;0;0;0;0;"junio 2017"
"4782";"2017-06-21 07";1,29;198;"2017";"junio";"Sur";"2017-06-21";"[0,5]";1;0;0;0;0;"junio 2017"
"4783";"2017-06-21 08";1,9;254;"2017";"junio";"Oeste";"2017-06-21";"[0,5]";1;0;0;0;0;"junio 2017"
"4784";"2017-06-21 09";1,54;289;"2017";"junio";"Oeste";"2017-06-21";"[0,5]";1;0;0;0;0;"junio 2017"
"4785";"2017-06-21 10";1,88;271;"2017";"junio";"Oeste";"2017-06-21";"[0,5]";1;0;0;0;0;"junio 2017"
"4786";"2017-06-21 11";2,12;248;"2017";"junio";"Oeste";"2017-06-21";"[0,5]";1;0;0;0;0;"junio 2017"
"4787";"2017-06-21 12";2,63;238;"2017";"junio";"S-W";"2017-06-21";"[0,5]";1;0;0;0;0;"junio 2017"
"4788";"2017-06-21 13";2,29;229;"2017";"junio";"S-W";"2017-06-21";"[0,5]";1;0;0;0;0;"junio 2017"
"4789";"2017-06-21 14";2,52;209;"2017";"junio";"S-W";"2017-06-21";"[0,5]";1;0;0;0;0;"junio 2017"
"4790";"2017-06-21 15";1,97;176;"2017";"junio";"Sur";"2017-06-21";"[0,5]";1;0;0;0;0;"junio 2017"
"4791";"2017-06-21 16";1,63;234;"2017";"junio";"S-W";"2017-06-21";"[0,5]";1;0;0;0;0;"junio 2017"
"4792";"2017-06-21 17";1,67;166;"2017";"junio";"Sur";"2017-06-21";"[0,5]";1;0;0;0;0;"junio 2017"
"4793";"2017-06-21 18";1,05;145;"2017";"junio";"S-E";"2017-06-21";"[0,5]";1;0;0;0;0;"junio 2017"
"4794";"2017-06-21 19";1,55;232;"2017";"junio";"S-W";"2017-06-21";"[0,5]";1;0;0;0;0;"junio 2017"
"4795";"2017-06-21 20";5,71;207;"2017";"junio";"S-W";"2017-06-21";"(5,10]";0;0;0;0;0;"junio 2017"
"4796";"2017-06-21 21";1,32;239;"2017";"junio";"S-W";"2017-06-21";"[0,5]";1;0;0;0;0;"junio 2017"
"4797";"2017-06-21 22";0,16;243;"2017";"junio";"S-W";"2017-06-21";"[0,5]";1;0;0;0;0;"junio 2017"
"4798";"2017-06-22 00";0,46;253;"2017";"junio";"Oeste";"2017-06-22";"[0,5]";1;0;0;0;0;"junio 2017"
"4799";"2017-06-22 01";0;255;"2017";"junio";"Oeste";"2017-06-22";"[0,5]";1;0;0;0;0;"junio 2017"
"4800";"2017-06-22 02";0,22;255;"2017";"junio";"Oeste";"2017-06-22";"[0,5]";1;0;0;0;0;"junio 2017"
"4801";"2017-06-22 03";0,39;227;"2017";"junio";"S-W";"2017-06-22";"[0,5]";1;0;0;0;0;"junio 2017"
"4802";"2017-06-22 04";0,62;272;"2017";"junio";"Oeste";"2017-06-22";"[0,5]";1;0;0;0;0;"junio 2017"
"4803";"2017-06-22 05";0,83;300;"2017";"junio";"N-W";"2017-06-22";"[0,5]";1;0;0;0;0;"junio 2017"
"4804";"2017-06-22 06";1,03;300;"2017";"junio";"N-W";"2017-06-22";"[0,5]";1;0;0;0;0;"junio 2017"
"4805";"2017-06-22 07";1,7;293;"2017";"junio";"N-W";"2017-06-22";"[0,5]";1;0;0;0;0;"junio 2017"
"4806";"2017-06-22 08";2,29;248;"2017";"junio";"Oeste";"2017-06-22";"[0,5]";1;0;0;0;0;"junio 2017"
"4807";"2017-06-22 09";3,65;243;"2017";"junio";"S-W";"2017-06-22";"[0,5]";1;0;0;0;0;"junio 2017"
"4808";"2017-06-22 10";4,06;227;"2017";"junio";"S-W";"2017-06-22";"[0,5]";1;0;0;0;0;"junio 2017"
"4809";"2017-06-22 11";3,01;250;"2017";"junio";"Oeste";"2017-06-22";"[0,5]";1;0;0;0;0;"junio 2017"
"4810";"2017-06-22 12";3,02;235;"2017";"junio";"S-W";"2017-06-22";"[0,5]";1;0;0;0;0;"junio 2017"
"4811";"2017-06-22 13";3,14;226;"2017";"junio";"S-W";"2017-06-22";"[0,5]";1;0;0;0;0;"junio 2017"
"4812";"2017-06-22 14";2,12;256;"2017";"junio";"Oeste";"2017-06-22";"[0,5]";1;0;0;0;0;"junio 2017"
"4813";"2017-06-22 15";3,68;223;"2017";"junio";"S-W";"2017-06-22";"[0,5]";1;0;0;0;0;"junio 2017"
"4814";"2017-06-22 16";2,57;204;"2017";"junio";"S-W";"2017-06-22";"[0,5]";1;0;0;0;0;"junio 2017"
"4815";"2017-06-22 17";1,5;265;"2017";"junio";"Oeste";"2017-06-22";"[0,5]";1;0;0;0;0;"junio 2017"
"4816";"2017-06-22 18";2,02;166;"2017";"junio";"Sur";"2017-06-22";"[0,5]";1;0;0;0;0;"junio 2017"
"4817";"2017-06-22 19";1,5;133;"2017";"junio";"S-E";"2017-06-22";"[0,5]";1;0;0;0;0;"junio 2017"
"4818";"2017-06-22 20";2,13;220;"2017";"junio";"S-W";"2017-06-22";"[0,5]";1;0;0;0;0;"junio 2017"
"4819";"2017-06-22 21";1,44;111;"2017";"junio";"Este";"2017-06-22";"[0,5]";1;0;0;0;0;"junio 2017"
"4820";"2017-06-22 22";2,78;110;"2017";"junio";"Este";"2017-06-22";"[0,5]";1;0;0;0;0;"junio 2017"
"4821";"2017-06-23 00";3,85;136;"2017";"junio";"S-E";"2017-06-23";"[0,5]";1;0;0;0;0;"junio 2017"
"4822";"2017-06-23 01";2,57;162;"2017";"junio";"Sur";"2017-06-23";"[0,5]";1;0;0;0;0;"junio 2017"
"4823";"2017-06-23 02";1,7;149;"2017";"junio";"S-E";"2017-06-23";"[0,5]";1;0;0;0;0;"junio 2017"
